m1_0,m1_1,m1_2,m1_3,m1_4,m1_5,m1_6,m1_7,m1_8,m1_9,m1_10,m1_11,m1_12,m1_13,m1_14,m1_15,m1_16,m1_17,m1_18,m1_19,m2_0,m2_1,m2_2,m2_3,m2_4,m2_5,m2_6,m2_7,m2_8,m2_9,m2_10,m2_11,m2_12,m2_13,m2_14,m2_15,m2_16,m2_17,m2_18,m2_19,label
1.764052345967664,0.4001572083672233,0.9787379841057392,2.240893199201458,1.8675579901499675,-0.977277879876411,0.9500884175255894,-0.1513572082976979,-0.10321885179355784,0.41059850193837233,0.144043571160878,1.454273506962975,0.7610377251469934,0.12167501649282841,0.44386323274542566,0.33367432737426683,1.4940790731576061,-0.20515826376580087,0.31306770165090136,-0.8540957393017248,0.3300458894753217,-0.00047997943414340293,0.8181158976808033,0.4282137080100313,-2.503947321670817,0.12048113256091612,0.8078928568841651,0.6021209782781147,-0.8651900002316453,-0.15332035080823403,-0.24049055895827992,-0.06076334626506844,0.5328661237070503,0.7644009440674655,-0.8560833596014857,-1.6823404965955902,0.6530694625505997,0.9302550800431277,0.40518261076895284,0.20400248122487422,1.0
-2.5529898158340787,0.6536185954403606,0.8644361988595057,-0.7421650204064419,2.2697546239876076,-1.4543656745987648,0.04575851730144607,-0.1871838500258336,1.5327792143584575,1.469358769900285,0.1549474256969163,0.37816251960217356,-0.8877857476301128,-1.980796468223927,-0.3479121493261526,0.15634896910398005,1.2302906807277207,1.2023798487844113,-0.3873268174079523,-0.30230275057533557,-0.8227655902296752,-1.2768743075213513,-0.22643687435354265,-1.016052709711858,-0.6572947815678398,0.2939909016178963,0.6200525251836659,0.779633652095418,0.4549840173410475,-1.303435740820307,-0.5644497165103435,-0.6971323886489864,1.0378397423281114,1.5601544216008463,-1.4602061159004478,-1.9396758593769177,0.5265857693607955,1.660338768751764,-0.36380905613241826,-0.03104519136795464,0.0
-1.0485529650670926,-1.4200179371789752,-1.7062701906250126,1.9507753952317897,-0.5096521817516535,-0.4380743016111864,-1.2527953600499262,0.7774903558319101,-1.6138978475579515,-0.2127402802139687,-0.8954665611936756,0.386902497859262,-0.510805137568873,-1.180632184122412,-0.028182228338654868,0.42833187053041766,0.06651722238316789,0.3024718977397814,-0.6343220936809636,-0.3627411659871381,-0.363622408254314,1.241801634473554,-1.668672126154464,0.6132101632060594,0.04346910949959928,0.11654821909546859,-0.5786048436149356,-1.2646787274554756,-0.11748738935084278,-0.4851865022829405,1.0230670309248866,0.14835545039851705,-0.02942062365683824,0.8758328031869701,0.13480779738570836,0.08406441516072337,0.8931159770724942,-0.13843638488133692,-0.25152944424084467,0.54902714986755,0.0
-0.672460447775951,-0.3595531615405413,-0.813146282044454,-1.7262826023316769,0.17742614225375283,-0.4017809362082619,-1.6301983469660446,0.4627822555257742,-0.9072983643832422,0.05194539579613895,0.7290905621775369,0.12898291075741067,1.1394006845433007,-1.2348258203536526,0.402341641177549,-0.6848100909403132,-0.8707971491818818,-0.5788496647644155,-0.31155253212737266,0.05616534222974544,1.6555695958523333,-1.3272735771242405,-0.13252705817887103,-2.0754850368685585,0.6027877844374943,0.4861270490668112,2.0449699693120227,-0.6894755205459527,0.37899104184350574,0.3894831109385452,1.2121812642522911,0.11365620496932911,-1.0378798870822181,1.506768682639828,-0.4767748633632641,1.2916351501375236,1.296173472041317,1.1144324804066719,0.17736195390370335,-0.28754210826849885,0.0
-1.1651498407833565,0.9008264869541871,0.46566243973045984,-1.5362436862772237,1.4882521937955997,1.8958891760305832,1.1787795711596507,-0.17992483581235091,-1.0707526215105425,1.0544517269311366,-0.40317694697317963,1.2224450703824274,0.2082749780768603,0.9766390364837128,0.3563663971744019,0.7065731681919482,0.010500020720820478,1.7858704939058352,0.12691209270361992,0.40198936344470165,1.4568521056318633,0.8501911205876949,-0.38308294098338247,-0.6213039780329545,2.2090292937662723,1.0792033300413457,1.1268277940425304,0.14644646504012623,-1.0442385557564766,0.3112875329583759,0.9527290038780462,-0.13690064557390166,0.15797984914421984,0.9468470683296304,1.1619044066412596,0.1117127307464644,-1.2547982265964985,0.004193559635494265,-1.8870812933934467,1.8109247562938076,1.0
1.8831506970562544,-1.3477590611424464,-1.2704849984857336,0.9693967081580112,-1.17312340511416,1.9436211856492926,-0.41361898075974735,-0.7474548114407578,1.9229420264803847,1.4805147914344243,1.8675589604265699,0.9060446582753853,-0.8612256850547025,1.9100649530990337,-0.2680033709513804,0.8024563957963952,0.947251967773748,-0.1550100930908342,0.6140793703460803,0.9222066715665268,1.246761991438956,-1.170618717820492,-0.8198551907948158,-1.0388509424601289,-0.37951613181040705,0.2471856763041423,0.0978375426907975,-0.36876693293130364,1.4281039856360003,-1.2668263091497411,-0.7314747996539628,-0.23619542159051535,-0.06404554771764455,1.585006261063869,0.5684098321343118,-1.0112851130539326,-1.1607599937274888,1.6386686187262878,0.001016383151474468,0.6599607870269179,1.0
0.37642553115562943,-1.0994007905841945,0.298238174206056,1.3263858966870303,-0.6945678597313655,-0.14963454032767076,-0.43515355172163744,1.8492637284793418,0.6722947570124355,0.40746183624111043,-0.7699160744453164,0.5392491912918173,-0.6743326606573761,0.03183055827435118,-0.635846078378881,0.6764332949464997,0.5765908166149409,-0.20829875557799488,0.3960067126616453,-1.0930615087305058,-0.5040880060258097,1.7607916675901083,-0.2987151503743546,-0.0699679191698234,-0.23906957629168646,0.04808697022987152,-0.05615408536916435,-1.4012264691053464,-0.407469172647731,1.0456372822588704,-2.2115865974585396,0.10036327306379034,-1.1718195203369652,1.9943586992258207,-0.740447778117972,-1.8472334876268781,-0.3663715184895676,1.6781787817999818,-0.3644346605320159,0.2316042514404835,0.0
-1.4912575927056055,0.4393917012645369,0.16667349537252904,0.6350314368921064,2.383144774863942,0.9444794869904138,-0.9128222254441586,1.117016288095853,-1.3159074105115212,-0.461584604814709,-0.06824160532463124,1.7133427216493666,-0.7447548220484399,-0.8264385386590144,-0.0984525244254323,-0.6634782863621074,1.126635922106507,-1.0799315083634233,-1.1474686524111024,-0.43782004474443403,-0.6349893592685548,-1.0591755887176413,-0.3665927406269227,-1.337091231908005,1.305459483911928,0.0549971097630919,-1.1565880902983285,-0.18782629553351785,-1.7153263975867061,-0.2808305378936494,0.36023733919979917,-0.7212537667795887,0.5203909148103704,0.6193086899471476,0.05971624447098979,1.341990156130769,1.7610182524601927,-0.4293690639310181,0.710503541585404,-0.22992192963125813,0.0
-0.4980324506923049,1.9295320538169858,0.9494208069257608,0.0875512413851909,-1.225435518830168,0.8443629764015471,-1.0002153473895647,-1.5447710967776116,1.1880297923523018,0.3169426119248496,0.920858823780819,0.3187276529430212,0.8568306119026912,-0.6510255933001469,-1.0342428417844647,0.681594518281627,-0.8034096641738411,-0.6895497777502005,-0.45553250351734315,0.01747915902505673,-1.19545891072551,1.5433597557839638,0.237914176717953,0.7672136913624306,-2.109814238529799,0.6415581438364898,-1.4304503391716643,-0.5032682757903003,-0.18086282930865585,-0.9698618762914886,0.928620836174732,1.2245706823006615,-0.8532410644918338,0.38801983821406794,-1.2975735104640576,-0.7356634692475106,0.19697722165907447,1.283309700897419,-0.2106740413382561,-0.1530257018021666,0.0
-0.35399391125348395,-1.3749512934180188,-0.6436184028328905,-2.2234031522244266,0.6252314510271875,-1.6020576556067476,-1.1043833394284506,0.052165079260974405,-0.7395629963913133,1.5430145954067358,-1.2928569097234486,0.26705086934918293,-0.0392828182274956,-1.1680934977411974,0.5232766605317537,-0.1715463312222481,0.7717905512136674,0.8235041539637314,2.16323594928069,1.336527949436392,-0.19892365705143886,0.6560999361538152,0.16754945434194538,0.41501533146984465,-0.29400079047912964,-0.40937819184310736,-0.8216152209849197,-0.4769310524265557,0.9040605501545165,1.213826023891985,0.8652194890362789,-1.1292106098782146,1.070161831449616,-0.14251264935623442,-0.8724672942174192,-1.6130620153250106,0.07519233305695401,0.4281897251482688,0.1331243918940969,-2.1410733464752387,0.0
